1,-1,126.682,445.587,489.079,205.913,0.996153,-1,-1,-1
1,-1,1266.37,278.506,96.7231,78.263,0.977046,-1,-1,-1
1,-1,868.04,167.253,70.4472,47.9104,0.968232,-1,-1,-1
1,-1,1093.04,332.933,271.001,175.805,0.949291,-1,-1,-1
1,-1,1313.3,107.605,58.4822,22.9558,0.926559,-1,-1,-1
1,-1,1012.45,127.749,82.496,60.7935,0.907068,-1,-1,-1
1,-1,385.654,66.6637,28.8267,22.0213,0.872974,-1,-1,-1
1,-1,1126.07,173.51,93.9868,67.1671,0.826612,-1,-1,-1
1,-1,909.518,215.13,92.9806,92.0938,0.719844,-1,-1,-1
1,-1,1648.93,87.9435,87.5293,51.9693,0.703511,-1,-1,-1
1,-1,908.918,216.006,93.4496,91.1013,0.599051,-1,-1,-1
1,-1,792.216,120.966,60.8041,49.048,0.549074,-1,-1,-1
1,-1,812.948,55.4902,29.7321,16.1183,0.546768,-1,-1,-1
1,-1,233.135,46.7465,19.4035,13.9441,0.545528,-1,-1,-1
1,-1,790.22,122.393,63.5292,49.2997,0.525762,-1,-1,-1
2,-1,194.643,444.523,498.257,202.379,0.994851,-1,-1,-1
2,-1,1264.89,273.935,96.2328,78.2048,0.981083,-1,-1,-1
2,-1,871.211,168.344,68.7811,50.2824,0.952646,-1,-1,-1
2,-1,388.304,68.3975,28.0366,20.6695,0.924171,-1,-1,-1
2,-1,1313.3,107.529,58.21,23.3528,0.923765,-1,-1,-1
2,-1,1123.5,326.714,259.003,174.071,0.910299,-1,-1,-1
2,-1,1119.93,169.334,92.778,67.9261,0.867593,-1,-1,-1
2,-1,906.322,217.165,96.7482,93.5893,0.785355,-1,-1,-1
2,-1,1003.38,126.853,84.0063,59.9099,0.771018,-1,-1,-1
2,-1,230.585,45.2224,20.1035,15.2682,0.764894,-1,-1,-1
2,-1,1651.05,94.5017,83.2361,46.7926,0.698094,-1,-1,-1
2,-1,813.497,55.4106,28.5229,16.2146,0.666175,-1,-1,-1
2,-1,793.973,122.498,62.2425,50.2327,0.608413,-1,-1,-1
2,-1,432.792,53.8727,17.0316,13.7202,0.567001,-1,-1,-1
3,-1,259.535,446.723,488.706,198.056,0.996571,-1,-1,-1
3,-1,1263.28,269.328,98.5846,73.353,0.978482,-1,-1,-1
3,-1,391.072,67.3409,28.606,22.2552,0.951705,-1,-1,-1
3,-1,872.947,169.546,70.3696,50.8658,0.948443,-1,-1,-1
3,-1,1313.38,107.519,58.2369,23.4389,0.921735,-1,-1,-1
3,-1,996.808,124.65,85.8385,61.003,0.903598,-1,-1,-1
3,-1,1115.77,168.245,91.9736,67.1889,0.874375,-1,-1,-1
3,-1,1153.24,323.512,240.205,168.744,0.868462,-1,-1,-1
3,-1,904.272,220.195,97.7316,91.8014,0.843824,-1,-1,-1
3,-1,1651.59,93.2595,82.713,47.636,0.68037,-1,-1,-1
3,-1,813.517,55.434,28.7697,16.1499,0.660972,-1,-1,-1
3,-1,432.843,53.5003,16.8492,13.9235,0.648898,-1,-1,-1
3,-1,229.303,41.7854,20.3863,18.8194,0.601065,-1,-1,-1
3,-1,797.526,122.332,62.9097,52.9622,0.569904,-1,-1,-1
4,-1,334.758,442.481,481.894,201.316,0.99683,-1,-1,-1
4,-1,1259.88,262.847,96.1621,62.13,0.975228,-1,-1,-1
4,-1,876.525,171.358,68.5326,52.606,0.960937,-1,-1,-1
